size,time
1048576,0.009080170855000347
2097152,0.010240850319000572
4194304,0.013169140108189481
8388608,0.01884891200295158
524288,0.013532552207252024
1048576,0.015352878279806248
2097152,0.01587490413198367
4194304,0.01795414383094851
8388608,0.023617121328328494
16777216,0.035109620763847715
1048576,0.02474421199755028
2097152,0.028301358666752208
4194304,0.029030981931093436
8388608,0.03321698548030838
16777216,0.044653970102238816
33554432,0.06725549689956978
2097152,0.04677566230572694
4194304,0.05352701005610783
8388608,0.05557965862588077
16777216,0.06410048274562286
33554432,0.08653173301386374
67108864,0.1319134603362997
4194304,0.09142776636380745
8388608,0.1048110350387077
16777216,0.10834252360078978
33554432,0.12410126648416764
67108864,0.16964580615906044
134217728,0.26077920405752764
8388608,0.17958435732506217
16777216,0.20625572642300227
33554432,0.21345958988082003
67108864,0.24549630243350862
134217728,0.33656252274241893
268435456,0.5244838988380138
16777216,0.35632393033684195
33554432,0.41029925750103047
67108864,0.4252863911265834
134217728,0.49076354794706845
268435456,0.6701995547618651
536870912,1.0339624701199668
33554432,0.7115734857518206
67108864,0.8190744234390053
134217728,0.8474854121998234
268435456,0.971733629661145
536870912,1.3363045421380733
1073741824,2.1024332282750464
67108864,1.4327305077692785
134217728,2.6326127603831395
268435456,1.6912713918636726
536870912,1.954057526409187
1073741824,2.7336184648801236
2147483648,5.192383554179656
